ID;xstart;ystart;xend;yend
4744;504039.5813;5273419.434;503414.5813;5273384.277
4745;507373.9624;5272722.168;506654.1138;5272643.555
4746;514108.1543;5259423.34;513633.4839;5258977.051
4747;522126.0376;5258834.961;521834.2285;5258677.246
4748;524296.6309;5258509.277;524083.0078;5258331.055
4749;523710.7544;5258941.406;523413.0249;5258899.414
4750;523715.5151;5259400.391;523540.8325;5259315.918
4751;523989.502;5259121.094;523880.9814;5259040.039
4753;518439.1479;5259211.426;518198.9136;5258902.344
4754;519779.2358;5258837.402;519372.6196;5258736.328
4755;519903.0151;5260080.078;519665.5884;5259806.152
4756;521004.0283;5259360.84;520523.8647;5258995.606
4757;521405.4565;5259851.563;521184.021;5259490.723
4759;520674.3774;5260304.199;520446.5942;5260269.531
4760;524610.4126;5260000;524391.9067;5259920.898
4761;527041.687;5258468.262;526808.5327;5258418.945
4762;527081.0547;5258604.492;526753.479;5258545.41
4763;530345.459;5257739.746;530086.4258;5257594.727
4764;529299.6216;5259255.859;528839.1113;5259512.695
4765;528731.5674;5259619.141;528267.334;5259832.52
4766;530596.9849;5256414.551;530536.2549;5256334.961
4767;531638.4277;5256506.836;531649.1699;5256108.887
4768;530781.189;5256721.68;530658.4473;5256651.856
4769;527847.7783;5257005.371;527664.7949;5256895.508
4770;525824.4019;5258945.801;525488.7085;5258864.746
4771;527102.6001;5256781.738;526993.2251;5256630.371
4773;526961.1816;5257391.113;526854.3701;5257286.621
4775;524960.9985;5257700.684;524808.4717;5257639.16
4776;525184.9365;5258204.59;524965.0269;5258150.391
4777;525638.4277;5258317.383;525408.1421;5258228.516
4778;524647.3389;5258145.508;524076.7822;5258189.941
4779;524696.167;5258393.066;524610.6567;5258390.137
4780;520694.5801;5257259.277;520127.8687;5256784.668
4782;517944.8242;5256437.5;517784.9731;5256100.586
4783;517298.2788;5253176.758;517235.7178;5252866.699
4784;513348.877;5258217.285;512730.4688;5257754.395
4785;511368.7744;5257546.387;511037.5061;5257320.313
4786;510972.9309;5256598.633;510737.1826;5256342.773
4787;511292.9382;5256497.07;511148.6206;5256266.113
4788;512794.3726;5256991.699;512548.3398;5256623.535
4789;513014.6484;5259119.141;512884.0942;5258983.887
4798;485974.5178;5273902.832;485869.8425;5273971.191
4799;486067.5964;5273971.68;486020.2026;5274206.543
4839;485864.3799;5265443.848;485522.8271;5265178.711
4840;485608.2764;5265532.715;485288.3606;5265227.539
4841;486439.2395;5265542.481;486260.2234;5265419.434
4842;485058.9905;5265693.848;484871.0632;5265523.926
4844;486773.5901;5266405.273;486610.8398;5266385.742
4845;487029.0527;5266438.965;486807.312;5266415.527
4846;486325.8057;5266498.535;486084.1064;5266478.027
4847;486931.488;5267075.684;486707.1838;5267074.707
4848;489047.9431;5266735.352;488810.6384;5266640.625
4849;488671.1121;5266740.234;488207.1838;5266588.867
4850;488176.6357;5266914.551;487220.459;5266906.738
4851;489169.22;5267073.731;488880.2185;5266873.047
4852;488712.4329;5267167.481;488483.1848;5266900.879
4853;490188.4766;5267208.496;489898.3459;5267156.25
4854;491545.99;5270397.949;491204.834;5270314.453
4855;492238.3728;5270437.5;492000.1526;5270344.727
4856;491047.7905;5270547.363;490538.7878;5270542.481
4857;489601.1047;5270630.371;489183.4412;5270618.652
4858;492033.9661;5270573.731;491504.4861;5270590.82
4859;487872.8027;5270868.652;487758.8806;5270895.996
4860;492599.4568;5270982.422;492067.0471;5270774.414
4861;488493.988;5271080.566;488358.9478;5271143.066
4862;488794.5251;5271109.863;488475.8606;5271246.582
4864;491089.9048;5271273.438;490603.1189;5271371.582
4865;488638.8855;5271536.621;488410.675;5271565.918
4866;490172.4854;5271221.68;489615.0513;5271318.848
4867;488402.0996;5271589.356;488233.1543;5271726.074
4869;489414.6729;5271688.965;489095.3064;5271909.18
4870;488269.7754;5271890.137;488082.55;5272045.898
4871;489497.1313;5272030.762;489342.804;5272117.188
4872;491471.9543;5272044.922;491110.5957;5272095.703
4873;489460.2051;5272249.023;489263.9465;5272269.531
4874;486537.4146;5273226.563;486304.5959;5273330.566
4877;498574.2798;5258810.547;498502.8687;5258593.262
4878;498235.321;5259235.84;498178.7109;5259049.805
4879;498145.2637;5259329.102;497958.6182;5259144.531
4880;497724.4568;5259368.164;497688.4155;5259231.934
4881;497908.7219;5259375.977;497837.0972;5259242.188
4882;498821.8689;5259600.098;498804.5044;5259404.297
4883;498084.5947;5259669.922;498003.6316;5259571.777
4884;500511.9934;5259626.465;500509.4604;5259451.172
4885;496844.7876;5259786.621;496743.866;5259676.27
4886;500703.8879;5259742.676;500707.9773;5259638.184
4888;500491.8213;5259895.996;500484.0393;5259769.531
4889;499755.127;5260513.184;499657.6843;5260340.82
4890;497692.3218;5260688.477;497549.1333;5260572.266
4891;497237.2742;5260770.508;497018.0664;5260600.586
4892;500249.8779;5260692.383;500172.4854;5260560.059
4893;499552.5208;5260789.551;499405.2734;5260565.918
4894;499062.8967;5260843.262;498809.1431;5260457.52
4895;500123.5962;5260832.031;499979.8889;5260475.098
4896;499713.6841;5260849.121;499612.4878;5260648.438
4897;499841.6138;5260901.367;499777.8625;5260678.223
4898;499522.7966;5260952.148;499398.7427;5260787.109
4899;499369.4763;5260905.762;499103.1189;5260483.398
4900;499774.0479;5261216.797;499602.0203;5261051.758
4901;501411.8958;5261180.664;501184.8145;5261063.477
4902;496490.8142;5261333.496;496198.0896;5261192.871
4903;500904.6631;5261273.926;500783.2031;5261103.027
4904;500567.3523;5261408.691;500300.7507;5261117.188
4905;496395.5078;5261519.043;496196.8384;5261509.766
4906;496181.3965;5261589.356;495973.999;5261535.645
4907;501524.231;5261533.691;501187.5916;5261255.859
4908;501332.428;5261631.348;501100.3418;5261493.164
4909;501220.1843;5261829.102;500847.5952;5261531.738
4910;500482.7576;5261849.121;500187.0422;5261639.648
4911;499588.1348;5262029.785;499031.2805;5261620.606
4912;500206.1462;5262062.988;499595.1843;5261544.922
4913;500932.9224;5262153.809;500609.8022;5261974.121
4914;498048.6755;5262229.004;497731.1401;5262155.762
4915;499820.0989;5262390.137;499561.7676;5262182.129
4916;495959.3201;5262456.543;495718.0176;5262428.223
4917;501459.5947;5262447.266;500781.25;5261914.551
4918;501961.3037;5262471.68;501704.2847;5262294.922
4919;501126.6785;5262520.02;500424.53;5262128.906
4920;500552.6123;5262603.516;500281.5857;5262431.641
4921;498918.1824;5262701.66;498614.5325;5262585.938
4922;502132.7515;5262751.953;501909.6985;5262576.172
4923;501917.9688;5262936.523;501207.0923;5262440.43
4924;501479.5532;5263031.25;500523.1628;5262433.106
4925;502733.0017;5263020.02;502589.1724;5262940.43
4926;503153.1067;5263265.625;502829.8035;5263073.242
4927;501035.675;5263306.152;500477.7222;5262863.281
4928;502281.25;5263348.145;501822.9675;5263074.707
4929;502693.4509;5263324.707;502193.1763;5262994.629
4930;501510.5896;5263493.164;501192.0776;5263222.656
4931;501632.3853;5263758.789;501077.7893;5263394.531
4932;501325.6226;5263788.574;500694.6411;5263437.5
4933;503240.8142;5264145.996;502852.6917;5264016.113
4934;502043.7622;5264351.563;501832.3364;5264208.984
4935;500964.6606;5264437.988;500833.313;5264359.375
4936;501381.3782;5264536.621;501067.3523;5264356.445
4937;501615.6006;5265083.008;501360.8398;5264960.938
4938;503264.0381;5265924.805;503027.0691;5265859.375
4939;503576.1108;5268101.074;503183.8074;5268117.676
4940;501304.7791;5268602.539;501045.0134;5268682.617
4941;500611.145;5268834.961;500170.0134;5268938.965
4942;501336.9446;5268849.609;501097.229;5268976.074
4943;500041.748;5269006.348;499536.7737;5269078.613
4944;492749.2981;5270434.57;491617.9199;5270046.387
4945;493227.8137;5270660.645;492810.1807;5270543.457
4946;494102.2644;5270734.863;493786.0107;5270595.215
4947;495136.4136;5270718.262;494388.4583;5270556.641
4948;493089.5691;5270837.891;492382.4463;5270555.176
4949;493943.3289;5270882.813;493608.1543;5270789.063
4950;493003.8452;5271019.043;492789.6729;5270970.703
4951;493103.302;5271187.012;492596.6492;5271105.469
4952;493670.8374;5271209.961;493518.8293;5271173.828
4953;494034.6069;5271219.727;493769.8364;5271127.93
4954;496409.8206;5271603.516;495316.6504;5271407.227
4955;494720.1233;5271392.09;494060.4858;5271209.473
4956;492908.5083;5271688.477;492616.3025;5271706.055
4957;497503.7537;5271902.344;497206.543;5271801.27
4958;503507.3853;5271720.703;502346.2524;5271725.586
4959;501992.6453;5271993.652;501246.521;5271897.461
4960;503470.3064;5272004.883;503018.8904;5271984.375
4961;498745.3918;5272164.063;497886.8713;5271999.512
4962;503164.7034;5272099.121;502692.1692;5272097.168
4963;502531.5857;5272144.043;502062.1948;5272093.262
4964;497530.304;5272291.504;497124.0234;5272103.027
4965;501116.4856;5272220.215;500603.8513;5272180.176
4966;502610.5957;5272280.273;501771.9116;5272245.117
4967;503444.458;5272271.973;502916.1072;5272278.809
4968;499945.7703;5272247.559;499138.4277;5272261.719
4969;497002.1057;5272541.504;496500.5798;5272426.758
4970;502914.7339;5272411.621;502273.7122;5272418.457
4971;502031.311;5272496.094;501265.8386;5272386.231
4972;495843.4448;5272657.715;495597.3511;5272550.293
4973;494907.5317;5272674.316;494550.8423;5272600.098
4974;499549.0723;5272639.648;498697.6013;5272579.102
4975;498411.9873;5272757.813;497354.0039;5272654.297
4976;502386.4746;5272616.211;501499.8169;5272575.684
4977;500866.8823;5272723.145;499801.3306;5272645.996
4978;496621.3989;5272860.84;496114.502;5272758.789
4979;503486.0229;5272708.984;502974.5789;5272682.129
4980;499390.5945;5272898.438;498697.1741;5272855.469
4981;500551.178;5272909.18;499714.7522;5272855.957
4982;502706.6956;5272883.301;502309.021;5272861.328
4983;495170.8984;5273087.891;494855.6824;5272986.816
4984;499090.9119;5273092.285;497570.2515;5272974.121
4985;500728.0273;5273314.453;499407.9895;5273297.852
4986;502511.322;5273831.543;502101.0437;5273788.086
4987;517907.2876;5258327.148;517955.3223;5258148.438
4988;514984.8633;5258571.777;514900.7568;5258412.109
4989;517940.4297;5258700.684;517877.3193;5258487.793
4990;514624.0845;5258921.875;514411.3159;5258546.875
4991;514133.1177;5259047.852;513999.939;5258771.484
4992;514552.2461;5259304.688;514278.3813;5258991.211
4993;514263.4888;5259376.953;514096.5576;5259160.156
4994;514907.959;5259498.535;514771.8506;5259171.875
4995;514451.1719;5259798.34;514344.2383;5259621.582
4996;514714.2334;5259820.801;514559.6313;5259581.055
4997;505120.1477;5262626.465;504769.3787;5262472.168
4998;504351.5015;5262816.406;504110.8093;5262625
4999;514283.6914;5262630.859;513934.6313;5262458.984
5000;513830.3833;5262688.965;513284.4849;5262373.535
5001;513496.46;5262751.465;513124.5728;5262545.41
5002;504184.2041;5263360.84;503631.6223;5263107.91
5003;516480.957;5263954.102;515662.1704;5263683.106
5004;504480.9265;5264308.594;504118.2556;5264306.641
5005;506303.009;5264339.844;505667.0532;5264341.309
5006;504557.1899;5264570.313;504108.1238;5264474.121
5007;516309.8145;5264325.684;515223.6938;5263980.957
5008;504056.427;5264590.332;503533.7524;5264434.57
5009;517598.6328;5264370.117;516506.5918;5264058.594
5010;507051.3306;5264552.734;506217.8345;5264580.078
5011;505365.6006;5264760.254;505064.9719;5264766.113
5012;507105.6824;5264781.25;506785.9497;5264797.852
5013;517877.3804;5264561.523;517313.7817;5264496.094
5014;515765.3198;5264639.648;515242.3096;5264395.996
5015;506362.4573;5264871.094;505903.3813;5264812.012
5016;518742.5537;5264610.84;517884.4604;5264399.902
5017;516966.7969;5264671.875;516208.8013;5264452.148
5018;505075.3174;5264987.305;504327.1179;5264835.938
5019;518066.8335;5264791.504;516930.0537;5264501.953
5020;516026.062;5264989.746;515692.1997;5264888.184
5021;517418.2129;5265000.488;516688.2324;5264801.27
5022;517826.4771;5264989.258;517492.4316;5264902.832
5023;506297.5159;5265195.801;505980.1025;5265224.121
5024;516843.3838;5265092.285;516005.6763;5264862.793
5025;506165.4968;5265484.863;505701.2329;5265443.359
5026;518271.9727;5265235.84;517728.1494;5265157.227
5027;517544.7388;5265299.316;517019.4092;5265190.918
5028;518451.9043;5265386.719;518123.4741;5265345.703
5029;518177.9785;5265482.91;517956.604;5265461.426
5030;515084.1064;5265746.582;514792.4194;5265723.145
5031;505233.1238;5266020.508;504770.4468;5265964.844
5032;505722.9919;5266178.711;504728.8208;5266165.039
5033;505629.8523;5266316.406;505369.2017;5266312.012
5034;513620.3003;5266208.984;513222.168;5266101.074
5035;514855.0415;5266240.234;514268.7378;5266100.586
5036;504245.6055;5266463.379;503660.4004;5266516.602
5037;512893.5547;5266397.949;512542.6636;5266310.547
5038;514157.8979;5266378.906;513825.5615;5266300.293
5039;504956.0852;5266580.566;504609.8633;5266562.5
5040;512674.7437;5266590.332;512276.4282;5266508.789
5041;505464.8743;5266991.699;505026.6724;5266967.773
5042;503839.0808;5267222.656;503414.7339;5267200.195
5043;504057.8613;5267715.332;503607.5745;5267805.176
5044;505756.9275;5271387.695;505557.5867;5271385.254
5045;506307.9529;5271643.066;506016.4185;5271647.461
5046;505878.7842;5271715.82;505321.228;5271656.25
5047;506416.4734;5271898.438;506087.4329;5271759.277
5048;505039.3066;5272052.246;503944.9768;5272048.34
5049;509800.5371;5272003.906;509494.5374;5272011.719
5050;510488.8306;5271956.055;509928.2837;5272025.879
5051;509457.4585;5272003.906;508953.6438;5272000.488
5052;507110.1685;5272078.125;506598.114;5272009.766
5053;507547.2717;5272181.152;507330.5969;5272174.316
5054;510291.2903;5272178.711;510019.5007;5272200.195
5055;506773.2544;5272360.352;506203.0945;5272293.945
5056;505556.6711;5272416.016;504315.3992;5272353.027
5057;506210.2661;5272623.047;505631.134;5272564.941
5058;504750.885;5272686.035;503574.7681;5272647.461
5059;510566.7419;5272668.457;510005.5847;5272712.402
5060;509156.9214;5272698.242;508614.563;5272713.867
5061;505621.3379;5272856.934;505207.5195;5272864.258
5062;509609.6497;5273065.918;508718.689;5273131.348
5063;511745.4224;5273296.387;511349.1516;5273391.113
5064;506127.1057;5273468.75;505924.7742;5273450.195
5065;512310.3638;5273412.598;511789.0015;5273509.277
5066;511570.5566;5273533.691;511087.6465;5273675.293
5067;511081.7261;5273422.852;510441.7725;5273646.973
5068;512642.8833;5273656.738;512463.4399;5273719.727
5069;511900.3601;5273638.672;511410.4004;5273741.211
5070;511119.6899;5273913.574;510587.1582;5273972.656
5071;503985.6873;5274506.836;503654.4189;5274408.691
5072;516480.2246;5253105.957;516464.6606;5252992.188
5073;516389.7705;5253423.34;516343.3838;5253130.859
5074;517051.1475;5253426.758;516889.7095;5252862.793
5075;517297.8516;5253461.426;517247.9248;5253275.391
5076;516289.0625;5253469.238;516223.2056;5253337.891
5077;516037.8418;5253549.316;516020.2026;5253339.844
5078;515958.4961;5253549.805;515892.9443;5253290.039
5079;515609.375;5253604.492;515537.9028;5253384.277
5080;516359.7412;5253733.887;516315.1855;5253528.32
5081;517241.0889;5253687.5;517197.998;5253470.215
5082;516232.8491;5253813.965;516203.4302;5253627.93
5083;516645.2026;5253937.5;516584.6558;5253732.422
5084;515976.3794;5253956.055;515862.793;5253706.543
5085;515730.835;5254064.941;515633.1177;5253869.141
5087;515913.3911;5254279.297;515847.3511;5254069.824
5088;516036.5601;5254407.227;515989.8682;5254210.449
5089;515823.5474;5254396.484;515642.0898;5254242.676
5091;516284.9121;5254690.43;516183.1055;5254284.668
5092;516489.624;5254828.613;516380.9814;5254667.969
5093;517172.6685;5254985.84;517110.5957;5254731.445
5094;531402.6489;5254714.356;531171.936;5254611.328
5095;517152.2827;5255387.695;517032.0435;5255210.938
5096;518713.562;5255436.035;518582.5806;5254960.938
5097;518342.9565;5255619.141;518129.8218;5254681.641
5098;518572.3267;5255650.879;518345.5811;5255124.023
5099;517913.6963;5255738.77;517826.1108;5255407.227
5100;515496.2158;5255909.668;515402.832;5255811.523
5101;517099.6094;5255895.02;516994.0186;5255640.625
5102;517350.5249;5255913.086;517199.2798;5255510.254
5103;518264.0381;5255948.242;518046.3867;5255331.055
5104;519302.3682;5255932.617;519147.1558;5255789.063
5105;518188.9648;5256054.688;518135.376;5255835.938
5106;517289.3066;5256062.012;517142.8223;5255916.504
5107;518592.5903;5256140.137;518437.5;5255854.981
5108;532343.3838;5255939.453;532107.605;5255683.594
5109;516490.1733;5256272.461;516348.1445;5256017.578
5110;519529.7241;5256109.863;519428.5278;5255911.621
5111;510171.2036;5256541.504;510019.7144;5256436.523
5112;517466.7969;5256458.496;517323.3032;5256143.555
5113;518240.7227;5256450.195;517904.1138;5255813.477
5114;517072.0825;5256526.856;516989.1968;5256316.406
5117;517293.8843;5256629.395;517238.5254;5256395.996
5118;518038.5132;5256698.731;517946.106;5256574.707
5119;510363.7695;5256868.652;510120.575;5256677.734
5120;530961.0596;5256467.773;530757.4463;5256302.734
5121;520470.2148;5256685.547;520345.9473;5256540.039
5122;511527.3743;5256865.723;511312.1338;5256756.348
5123;531312.6831;5256441.406;531138.4277;5256244.629
5124;530904.1748;5256541.992;530716.1255;5256359.375
5125;511344.1467;5256913.086;511173.9502;5256814.941
5126;510697.0215;5256951.172;510487.8235;5256752.93
5127;529715.332;5256634.277;529269.2261;5256475.098
5128;529224.4873;5256617.676;528931.7017;5256427.246
5129;518362.4878;5256895.02;518253.8452;5256580.566
5130;508893.8293;5257114.258;508600.0061;5256969.727
5131;513311.5234;5257085.449;513184.9365;5256965.332
5132;532147.4609;5256680.664;531983.6426;5256540.527
5133;530212.8906;5256757.324;529883.4839;5256533.691
5134;518685.3027;5257060.059;518469.0552;5256602.051
5135;511176.2695;5257259.277;510933.5632;5257030.273
5136;528902.71;5256872.07;528366.8213;5256637.207
5137;531208.4351;5256932.617;530974.8535;5256761.231
5139;512059.1431;5257312.5;511539.8254;5257050.293
5140;518169.8608;5257182.129;517900.2075;5256813.477
5141;529577.1484;5256954.102;529335.3882;5256843.75
5142;530149.5361;5256877.93;529778.9307;5256809.57
5143;529367.6147;5257010.254;529016.8457;5256875.977
5145;528065.979;5257078.125;527902.9541;5256894.043
5146;528488.5254;5257044.434;527903.6865;5256651.367
5147;513282.5317;5257385.742;512994.0796;5256992.676
5148;530914.1846;5256981.445;530836.0596;5256724.609
5149;529124.6338;5257073.242;528922.4243;5257000.977
5150;517540.7715;5257415.039;517238.9526;5257074.219
5151;513801.8188;5257492.676;513588.7451;5257227.051
5153;512848.2666;5257674.805;512530.7007;5257436.035
5155;513635.0708;5257719.727;513317.688;5257441.895
5156;526290.2222;5257515.137;526177.124;5257345.215
5157;528818.4204;5257493.652;528404.6021;5257313.477
5158;527988.1592;5257548.828;527811.0352;5257459.961
5159;512694.397;5257868.652;512223.999;5257571.289
5160;528378.54;5257624.512;528001.8921;5257455.566
5161;514261.5356;5257881.348;513974.5483;5257607.91
5162;523784.9121;5257847.168;523498.3521;5257698.242
5163;511928.8025;5258104.492;511599.1516;5257869.629
5164;512567.2607;5258104.981;512172.2412;5257875
5165;524398.9258;5257868.652;524082.6416;5257807.617
5166;512171.1426;5258121.582;512023.3154;5258008.301
5167;528247.4976;5257786.621;528039.3066;5257694.824
5168;513970.5811;5258149.414;513464.1113;5257905.273
5169;512636.8408;5258559.082;512305.3589;5258435.547
5170;514134.7046;5258520.996;513792.2363;5258327.637
5171;513690.0024;5258752.93;513453.4302;5258505.371
5172;513002.3193;5258764.648;512817.0776;5258491.211
5173;526499.3286;5259151.367;526012.6343;5259179.688
5174;526638.0615;5259352.051;526347.9004;5259420.41
5176;491084.1675;5270179.199;490707.55;5270132.324
5177;519286.1938;5257304.199;519020.874;5256793.457
5178;518552.7344;5257335.938;518433.0444;5257165.527
5179;520271.1182;5257383.301;520070.3735;5257221.191
5180;518973.938;5257542.481;518728.1494;5257148.926
5181;519788.3301;5257536.621;519692.749;5257382.324
5182;520525.4517;5257463.379;520302.5513;5257331.543
5183;529801.3916;5257387.207;529302.5513;5257284.18
5184;519314.3311;5257657.227;519169.9219;5257480.469
5185;518718.2007;5257758.789;518539.6729;5257459.961
5186;529316.7114;5257499.023;529010.0708;5257380.859
5187;520113.1592;5257833.496;520002.2583;5257632.813
5188;528786.3159;5257687.012;528545.0439;5257566.406
5189;519934.6924;5257889.16;519779.8462;5257721.191
5190;529634.2773;5257871.582;529048.4009;5257672.852
5191;530543.335;5257871.582;530435.9741;5257797.852
5192;529059.8145;5257899.902;528741.7603;5257730.469
5193;528635.8643;5258092.285;528357.2388;5257915.039
5194;522863.4033;5258179.688;522477.478;5257980.957
5195;527872.8638;5258171.387;527539.6118;5258008.301
5196;527682.8613;5258195.313;527538.208;5258136.231
5197;519647.8882;5258372.559;519474.4263;5258188.965
5198;527662.4756;5258287.598;527496.6431;5258208.496
5199;520124.7559;5258470.215;519851.6846;5258169.922
5200;523586.3037;5258407.715;523342.041;5258333.984
5201;528607.2388;5258317.871;528120.6055;5258220.215
5202;527800.2319;5258431.152;527487.6099;5258351.563
5203;522882.3242;5258610.84;522501.9531;5258385.254
5204;524549.1943;5258590.82;524389.4653;5258515.625
5205;527632.019;5258541.504;527368.4692;5258454.59
5206;523451.416;5258591.309;522968.4448;5258384.766
5207;524525.6958;5258659.668;524317.3828;5258600.098
5208;520377.0752;5258791.504;520173.7671;5258628.906
5210;522639.6484;5258793.457;522364.2578;5258579.102
5211;527406.6162;5258664.551;527244.751;5258666.016
5212;527205.4443;5258775.879;527028.5034;5258721.191
5213;523120.4224;5258896.484;522848.938;5258729.492
5214;519199.7681;5258978.516;519046.875;5258766.113
5215;519707.1533;5259076.172;519589.9048;5259000.488
5216;527504.5776;5258908.203;527199.9512;5258888.184
5217;521562.561;5259059.57;521154.9683;5258993.164
5218;526796.936;5258991.699;526485.7178;5258874.023
5219;518819.5801;5259275.391;518721.6187;5259052.246
5220;519191.3452;5259270.996;518955.0781;5258873.047
5221;520257.9956;5259246.094;520074.4629;5259131.836
5222;527360.0464;5259181.152;527158.1421;5259125
5223;523527.771;5259268.066;523097.7783;5259181.152
5224;528656.9214;5259099.609;528279.48;5259296.875
5225;519677.9785;5259571.289;519432.7393;5259200.684
5226;527151.6113;5259306.152;526718.811;5259454.59
5227;522829.2847;5259445.801;522158.02;5259450.195
5228;521846.1304;5259679.199;521638.916;5259298.34
5229;523672.7905;5259664.063;523401.9165;5259487.793
5230;519433.8989;5259758.789;519042.7856;5259360.352
5231;523455.5664;5259719.238;523167.0532;5259685.059
5232;525116.7603;5259790.527;524917.7246;5259711.426
5233;529395.5078;5259619.629;529079.3457;5259777.832
5234;527888.6719;5259776.856;527332.2144;5259934.082
5235;523701.5381;5259977.051;523401.7334;5259895.508
5236;520630.7983;5260228.027;520424.3774;5260091.797
5237;521492.981;5260408.691;521290.4053;5260146.484
5238;525378.1128;5260502.93;525074.646;5260526.367
5239;524780.0903;5260840.82;524662.4146;5260769.531
5240;528326.2329;5263615.234;525948.7915;5264184.57
5241;527151.8555;5264278.32;526336.4258;5264427.734
5242;523949.4629;5264881.836;523717.1021;5264895.508
5243;519189.4531;5265034.18;518113.8916;5264883.301
5244;523730.1025;5265037.109;523083.8623;5265150.879
5245;519138.1226;5265410.156;518648.5596;5265375.488
5246;520501.709;5265633.301;519561.2793;5265741.211
5247;522927.4902;5259920.898;522497.8027;5259913.574
5248;513072.3877;5262830.566;512900.4517;5262722.656
5249;516823.6084;5264409.668;516438.9038;5264298.34
5250;504890.5945;5265882.813;504204.4678;5265770.02
5251;504181.3354;5274099.609;503811.5845;5274101.563
5253;519677.8564;5256019.531;519553.2227;5255867.188
5254;513260.0098;5257580.078;513020.5078;5257328.125
5256;497416.687;5259391.602;497273.7427;5259267.09
5257;495525.7263;5261199.707;495286.0107;5261250
5258;495361.4807;5261649.414;495136.2305;5261654.297
5259;495363.739;5261522.461;495159.4543;5261545.898
5260;495564.9109;5261519.531;495374.4507;5261463.867
5261;495021.8811;5261823.242;494745.3918;5261767.578
5262;494663.5742;5261614.258;494380.2185;5261519.531
5263;495541.626;5260644.043;495341.9189;5260577.637
5264;503849.2126;5261760.254;503652.5879;5261664.063
5265;504333.0994;5261911.133;504212.4634;5261831.055
5266;503975.2502;5261979.492;503780.426;5261897.461
5267;514461.731;5258989.258;514364.3188;5258659.668
5268;509483.0322;5272650.391;509160.5835;5272704.102
5269;490321.0754;5271373.047;489713.7451;5271485.352
5270;487252.1973;5272869.629;486642.8223;5273202.637
5273;528209.5337;5258144.043;527944.6411;5257913.086
5274;500407.5012;5258299.805;500354.8279;5257889.16
5275;500538.5742;5258266.602;500578.4912;5258007.324
5276;514775.0244;5258302.246;514573.2422;5258104.004
5277;515766.2964;5253727.539;515694.6411;5253438.965
5278;519291.748;5255277.344;519322.998;5255021.973
5279;523266.0522;5258197.266;523002.9297;5258056.152
5280;516046.0815;5253930.176;516053.2837;5253642.578
5281;531221.3745;5256478.027;530975.2808;5256385.254
5282;531219.7266;5256763.184;530883.8501;5256637.695
5283;511570.0073;5262347.656;511113.739;5262217.285
5284;512150.3296;5261867.188;511803.0701;5261698.242
5285;519652.5269;5264820.801;519263.7329;5264871.582
5286;519447.998;5265679.199;518441.5283;5265710.449
5287;523503.3569;5264832.031;522630.249;5265058.594
5288;527456.0547;5260247.559;526964.1724;5260348.145
5289;527764.6484;5259427.246;527155.6396;5259751.953
5291;524520.752;5260522.949;524249.6338;5260596.191
5292;509662.2925;5271754.883;508894.7754;5271756.348
5293;484791.0461;5268381.836;484466.8884;5268467.773
5297;520918.8843;5256635.742;520759.7046;5256533.203
5298;519139.0991;5256637.695;519015.7471;5256395.02
5299;517575.8057;5256939.453;517362.2437;5256676.758
5300;517843.5059;5257335.938;517606.0181;5257030.273
5301;517277.9541;5254291.504;517100.4028;5254204.102
5302;512083.6792;5257533.691;511630.3711;5257274.902
5303;525821.167;5257344.727;525562.7441;5257194.336
5304;520878.479;5260145.996;520698.3032;5259891.113
5305;500756.7444;5260115.723;500877.533;5259759.766
5306;500475.3113;5260855.957;500603.0884;5260553.223
5307;548229.9805;5269734.375;547989.0137;5269928.223
5308;548230.5298;5268942.871;547802.4292;5269469.238
5309;548833.4351;5268893.555;548407.959;5269403.809
5310;549664.2456;5269373.535;549335.8765;5269673.828
5311;550152.2217;5272029.785;550066.1011;5272381.348
5313;550425.1099;5272083.008;550395.9961;5272642.578
5314;549155.8228;5268105.469;548895.6909;5268417.969
5315;549447.876;5268269.531;549228.8208;5268480.469
5316;551147.7661;5267549.316;551059.082;5267812.5
5317;549284.3628;5269419.434;549089.5996;5269614.746
5318;549268.0664;5269278.809;548750.4272;5269739.258
5319;548944.8853;5269333.496;548555.0537;5269672.363
5320;550206.543;5269083.496;550061.5234;5269271.973
5321;550571.6553;5268949.219;550324.0356;5269272.949
5322;550644.7144;5268512.695;550443.6035;5268830.078
5323;550341.3696;5268642.578;550161.8042;5268987.793
5324;551196.9604;5268786.621;550958.7402;5269222.656
5325;551086.6089;5268570.313;550936.5234;5268820.313
5326;551717.7734;5268298.828;551526.1841;5268630.371
5328;551293.396;5270447.266;551214.5996;5270817.871
5329;551423.0347;5270448.242;551265.625;5271206.543
5330;550099.9146;5269693.359;549859.314;5270035.645
5331;550647.7051;5269520.508;550048.8281;5270036.133
5332;549689.0869;5271373.535;549562.3169;5271862.793
5333;550720.7031;5270138.672;550734.0088;5270708.496
5334;549244.0796;5271206.055;549100.5249;5271459.961
5335;549464.3555;5271228.516;549233.5205;5271532.227
5336;549171.2036;5271557.129;548990.9668;5271803.223
5337;549351.6235;5271826.172;549019.4702;5272095.215
5338;549579.7119;5270930.176;549193.4204;5271078.613
5339;549468.811;5270219.238;549282.5928;5270499.512
5340;549590.1489;5270555.176;549483.8257;5270698.731
5342;550383.9111;5271163.574;550219.2993;5271505.371
5343;550759.2163;5271038.086;550833.313;5272026.367
5344;551418.2129;5269206.055;551124.5117;5269729.981
